번호,상태,기업정보,채용기간,업데이트일,채용공고명,분야,직무,경력조건,자격요건
573,마감,투비콘,2021-06-09 ~ 2021-06-12,2021-06-09,"UI 디자이너(앱, 웹 UI설계)",인슈어테크,퍼블리싱/디자인(UI/UX),경력,사용자 관점에서 문제 도출이 가능한 분
572,마감,투비콘,2021-06-09 ~ 2021-08-06,2021-06-09,[투비콘] 스타트업 콘텐츠/디지털 마케터 채용(경력),인슈어테크,기획/마케팅,경력,"온라인, 모바일 트렌드에 민감하고 빠르게 콘텐츠 적용이 가능하신 분"
571,마감,투비콘,2021-06-09 ~ 2021-06-30,2021-06-09,[투비콘] 스타트업 개발팀 퍼블리셔/프론트엔드 개발자 채용,인슈어테크,"프론트엔드 개발,퍼블리싱/디자인(UI/UX)",경력,HTML5 / CSS 하드코딩 가능자
570,마감,투디지트,2021-06-09 ~ 2021-07-16,2021-06-09,AI 기반 핀테크 서비스 APP/WEB 기획자 경력 정규직 채용,AI(RPA),"모바일앱 개발,기획/마케팅",경력,해당직무 근무경험
569,마감,투디지트,2021-06-09 ~ 2021-06-11,2021-06-09,인공지능 플랫폼 B2B 영업 경력 정규직 채용,P2P 대출/온라인대출,기타,경력,관련 분야 경력 3년 이상
568,마감,투디지트,2021-06-09 ~ 2021-12-31,2021-06-09,[상시채용] 투디지트-안드로이드 앱 개발자,빅데이터 분석,모바일앱 개발,경력,"Androd 개발 3년 이상, java 개발"
567,마감,투디지트,2021-06-09 ~ 2021-12-31,2021-06-09,[상시채용] 투디지트 - IOS개발자,빅데이터 분석,모바일앱 개발,경력,iOS어플 개발 및 출시 + SWIFT 사용 가능자
566,마감,투디지트,2021-06-09 ~ 2021-12-31,2021-06-09,[상시 채용] 백엔드 서버 개발자,빅데이터 분석,백엔드 개발,경력,Java 또는 Python 언어로 서버 개발 경험 보유
565,마감,투게더앱스,2021-06-09 ~ 2021-12-31,2021-06-09,[IT기획마케팅팀] 웹서비스기획 사원 모집 (핀테크 운영 우대),P2P 대출/온라인대출,기획/마케팅,경력무관,"대졸(2,3년제) 이상(예정자 가능)"
564,마감,투게더앱스,2021-06-09 ~ 2021-06-11,2021-06-09,웹 디자이너 채용 공고,P2P 대출/온라인대출,퍼블리싱/디자인(UI/UX),"신입,경력","Sketch, Zeplin, Adobe등의 디자인 툴을 활용한 UI 설계 능력 및 프로세스의 이해도가 높으신 분"
563,마감,투게더앱스,2021-06-09 ~ 2021-07-27,2021-06-09,[투게더앱스] 경영지원팀 회계 경력직 채용,P2P 대출/온라인대출,기타,경력,IFRS 경험자
562,마감,투게더앱스,2021-02-24 ~ 2021-06-28,2021-06-09,[투게더앱스] P2P투자플랫폼 풀스택 개발자 채용,P2P 대출/온라인대출,"백엔드 개발,프론트엔드 개발",경력,Java 혹은 그에 준하는 프로그래밍 언어에 대한 높은 이해
561,마감,주식회사 테라핀테크,2021-06-09 ~ 2021-06-30,2021-06-09,[Terafintech] 고객 전화 상담 및 응대 담당 인원 채용,P2P 대출/온라인대출,기타,경력무관,무관 (신입도 지원 가능)
560,마감,주식회사 테라핀테크,2021-05-12 ~ 2021-12-31,2021-06-09,"[채용시 마감] [Terafintech] 채권관리, 여신관리 정규직 채용",P2P 대출/온라인대출,기타,경력무관,PF 여신관리 경험 우대
559,마감,주식회사 테라핀테크,2021-06-09 ~ 2021-06-18,2021-06-09,"[Terafintech] Back-End, Front-End 개발 인재 채용",P2P 대출/온라인대출,"백엔드 개발,프론트엔드 개발",경력 >,
558,마감,타이탄인베스트,2021-06-09 ~ 2021-06-27,2021-06-09,타이탄인베스트 대출심사본부 심사역 채용,P2P 대출/온라인대출,기타,경력,"부동산, PF 대출 심사 경력 보유자"
557,마감,크레파스솔루션,2021-06-09 ~ 2021-07-23,2021-06-09,(경력) 프론트엔드 개발자: 서비스 개발 및 관리 정규직,크라우드펀딩,"프론트엔드 개발,모바일앱 개발",경력,Java 또는 Kotlin개발 언어에 능숙한 분
556,마감,크레파스솔루션,2021-08-10 ~ 2021-07-23,2021-06-09,(경력) 백엔드 개발자: 서비스 개발 및 운영관리 정규직,크라우드펀딩,백엔드 개발,경력,"서비스 기획 및 시스템 전체에 대한 개발경험이 있으신 분, 개발 만큼이나 문서화도 중요하다고 생각하시는 분"
555,마감,크레파스솔루션,2021-06-09 ~ 2021-06-17,2021-06-09,[경력무관] Data Scientist 채용합니다.,크라우드펀딩,빅데이터/AI,경력무관,SAS 및 Phython 가능자
554,마감,크라우드웍스,2021-06-08 ~ 2021-08-10,2021-06-08,크라우드웍스 영업직군 경력직 모집,기타,기타,경력,Key Account 관리 경험
553,마감,크라우드웍스,2021-06-08 ~ 2021-07-05,2021-06-08,크라우드웍스 마케팅직군 경력직 모집,"금융 소프트웨어,기타",기획/마케팅,경력,"데이터 분석 툴 사용 능력(GA, Firebase), MS Office"
552,마감,크라우드웍스,2021-06-08 ~ 2021-07-27,2021-06-08,크라우드웍스 데이터 전처리/후처리 전담 담당자 (계약직),기타,"빅데이터/AI,기타",경력무관,Python 언어 사용 경험자
551,마감,콴텍,2021-06-08 ~ 2021-08-02,2021-06-08,"[콴텍, 금융, AI] 경영기획팀장님을 모십니다",개인자산관리,기획/마케팅,경력,전략기획/경영기획 업무 경험 3년 이상 또는 전략컨설팅 업체 출신
550,마감,콴텍,2021-06-08 ~ 2021-08-15,2021-06-08,"[콴텍, 금융, AI] 금융 IT 전문가 정규직 모십니다",개인자산관리,"백엔드 개발,프론트엔드 개발,모바일앱 개발,빅데이터/AI","신입,경력","대졸(2,3년제) 이상(예정자 가능)"
549,마감,콴텍,2021-06-08 ~ 2021-07-12,2021-06-08,"[콴텍, 금융, AI] 브랜드 마케터를 모십니다",개인자산관리,기획/마케팅,경력,대행사 AE출신 선호 또는 금융사와 핀테크 회사 근무 경력 보유
548,마감,코인플러그,2021-06-08 ~ 2021-06-19,2021-06-08,코인플러그 부산지사 UI/UX 디자인 분야 모집,블록체인,퍼블리싱/디자인(UI/UX),경력,디자인 툴 사용 경험 보유자
547,마감,코인플러그,2021-06-08 ~ 2021-06-18,2021-06-08,㈜코인플러그 2021년 상반기 각 부문별 채용,블록체인,"백엔드 개발,프론트엔드 개발,모바일앱 개발,퍼블리싱/디자인(UI/UX),네트워크/서버/보안,기타",경력무관,"대졸(2,3년제 이상 - 모집부문별 상이/상세요강 참조"
546,마감,코인원,2021-06-02 ~ 2021-06-27,2021-06-02,AOS 개발자,가상자산 교환·중개,모바일앱 개발,경력,Kotlin & Java 을 사용하여 안드로이드 앱 개발 경험이 있으신 분
545,마감,코인원,2021-08-10 ~ 2021-07-02,2021-06-02,[코인원] DBA 담당자 모집,가상자산 교환·중개,백엔드 개발,경력,MySQL/MSSQL 시스템 운영 경험이 있으신 분
544,마감,코인원,2021-06-02 ~ 2021-07-17,2021-06-02,[코인원] 프로덕트 디자이너 모집,가상자산 교환·중개,퍼블리싱/디자인(UI/UX),경력,"Sketch, Zeplin 등 디자인툴에 대한 이용 경험과 이해가 높으신 분"
543,마감,코인원,2021-06-02 ~ 2021-06-10,2021-06-02,[코인원] 언론홍보 담당자 모집,가상자산 교환·중개,기타,경력,기자 네트워크 보유 및 탁월한 대내외 커뮤니케이션이 가능하신 분
542,마감,코인원,2021-06-02 ~ 2021-07-16,2021-06-02,[코인원] QA엔지니어 모집,가상자산 교환·중개,네트워크/서버/보안,"신입,경력","python, JS, Java 경험이 있으신 분"
541,마감,코나아이,2021-06-02 ~ 2021-06-04,2021-06-02,2021년 플랫폼 기획/마케팅/운영 경력사원 채용,기타,기획/마케팅,경력,경력
540,마감,코나아이,2021-06-02 ~ 2021-06-09,2021-06-02,[코나아이] 디자인카드 마케팅 담당 채용 공고 (경력 1년 이상),기타,퍼블리싱/디자인(UI/UX),경력,"통계분석, 정리 능력 보유자 우대"
539,마감,케이에스넷,2021-06-02 ~ 2021-06-06,2021-06-02,(주)케이에스넷 신입 및 경력사원 모집,보안/인증,"네트워크/서버/보안,기획/마케팅,기타",경력무관,학력 : 대졸이상 / 나이성별 : 무관
538,마감,,2021-06-02 ~ 2021-09-01,2021-06-02,[카카오페이] 투자/자산관리 서비스 마케팅 담당자 영입,간편결제/간편송금,기획/마케팅,경력,서비스 기획 및 마케팅 업무 경력을 경험하신 분
537,마감,,2021-06-02 ~ 2021-08-10,2021-06-02,[카카오페이] 전자문서클랜 서비스 운영 담당자 영입,간편결제/간편송금,기타,경력,"인증/전자문서, PG/카드사 등 관련 운영 경력 3년 이상이신 분"
536,마감,,2021-06-02 ~ 2021-08-04,2021-06-02,[카카오페이] 전사 전략 담당자 영입,간편결제/간편송금,기획/마케팅,경력,전략컨설팅 또는 금융기업/IT기업 전사 전략 부서 재직 경험
535,마감,,2021-06-02 ~ 2021-07-15,2021-06-02,[카카오페이] IR 실무 담당자 영입,간편결제/간편송금,기타,경력,상장회사 IR 업무 경험이 있으신 분
534,마감,,2021-06-02 ~ 2021-07-28,2021-06-02,[카카오페이] 공시전문가 영입,간편결제/간편송금,기타,경력,상장회사에서 한국거래소 및 금융감독원 공시 업무 경험이 있으신 분 (공시전문가)
533,마감,,2021-06-02 ~ 2021-07-23,2021-06-02,[카카오페이] 가맹점 심사/운영 담당자 영입,간편결제/간편송금,기타,경력,"PG, 카드사 등 결제 산업 관련 실무 경력을 보유하신 분"
532,마감,,2021-06-02 ~ 2021-07-23,2021-06-02,[카카오페이] 법인카드 운영/정산 담당자 영입,간편결제/간편송금,기타,경력,유관 업무 관련 실무 경력을 보유하신 분
531,마감,,2021-06-02 ~ 2021-07-23,2021-06-02,[카카오페이] 보험클랜 사업기획 담당자 영입,간편결제/간편송금,기타,경력,보험사 상품 / 영업(마케팅) 관련 실무 경력을 보유하신 분
530,마감,,2021-04-21 ~ 2021-07-21,2021-06-02,[카카오페이] 카카오페이 챗봇 기획 담당자 영입,간편결제/간편송금,기타,경력,챗봇 시스템 기획/운영 실무 경험이 있으신 분
529,마감,지인슈,2021-06-02 ~ 2021-06-22,2021-06-02,인바운드 정규직 채용(경력사원),인슈어테크,기타,경력,경력 1년 이상
528,마감,지속가능발전소,2021-06-02 ~ 2021-06-21,2021-06-02,Research Assistant 모집,기타,기타,경력무관,"학사 학위 이상 소지자(경력 연수 무관, 파이낸스, ESG, CSR 관련 경험 우대)"
527,마감,지속가능발전소,2021-06-02 ~ 2021-06-14,2021-06-02,웹개발자 경력직 채용(풀스택 또는 백엔드 가능자),기타,"백엔드 개발,프론트엔드 개발",경력,"필수 사용언어 : PHP, Python, javascript"
526,마감,지속가능발전소,2021-06-02 ~ 2021-06-21,2021-06-02,플랫폼 기획자 경력직 모집,기타,기획/마케팅,경력,국내/해외 주식 투자에 대한 이해나 업무 경험이 있으신 분
525,마감,지속가능발전소,2021-06-02 ~ 2021-07-05,2021-06-02,지속가능발전소 Data Scientist(데이터분석) 경력직 채용,기타,빅데이터/AI,경력,컴퓨터 공학/통계학/수학 등 업무 관련 분야 석사학위 이상자
524,마감,지머니트랜스,2021-06-02 ~ 2021-06-30,2021-06-02,"IPO 실무, 기획 경력자",소액해외송금,기타,경력,"IPO 실행 경험이 있고, 기획부터 실무까지 가능한 분"
523,마감,지머니트랜스,2021-06-02 ~ 2021-06-28,2021-06-02,"[핀테크][신입][경력] Android, iPhone 개발자를 모십니다.",소액해외송금,모바일앱 개발,"신입,경력","대졸 이상 (2,3년)"
522,마감,지머니트랜스,2021-06-02 ~ 2021-06-13,2021-06-02,[핀테크] Java 서버 개발자를 모십니다.,소액해외송금,"백엔드 개발,네트워크/서버/보안",경력 >,
521,마감,지머니트랜스,2021-06-02 ~ 2021-06-28,2021-06-02,[핀테크] React 개발자를 모십니다.,소액해외송금,"백엔드 개발,모바일앱 개발",경력무관,경력 무관
520,마감,지머니트랜스,2021-06-02 ~ 2021-06-13,2021-06-02,[핀테크] 모바일앱 QA 및 테스트 업무를 수행할 인재를 모십니다,소액해외송금,모바일앱 개발,경력,경력 5년 ~ 15년
519,마감,제이투씨,2021-06-02 ~ 2021-06-11,2021-06-02,2021년 상반기 보안시스템영업&솔루션영업&기획外 경력사원 채용,기타,기타,경력,영어능통자
518,마감,제이씨원,2021-06-02 ~ 2021-07-30,2021-06-02,이싸인온 UI·UX 웹 디자이너 - 정규직 채용(경력무관),기타,퍼블리싱/디자인(UI/UX),경력무관,무관 (신입도 지원 가능)
517,마감,제이씨원,2021-06-02 ~ 2021-06-30,2021-06-02,[제이씨원] 마케팅팀 정규직 신입 직원 모집,기타,기획/마케팅,신입,학력무관 (예정자 가능)
516,마감,제노솔루션,2021-06-01 ~ 2021-06-05,2021-06-01,IT Infra / IDC Admin (신입/경력),기타,네트워크/서버/보안,"신입,경력",신입/경력 4년 이하(팀원급)
515,마감,제노솔루션,2021-06-01 ~ 2021-07-30,2021-06-01,2021년 상반기 각 부문 신입 및 경력직 채용,기타,"기획/마케팅,기타",경력무관,"대졸 이상 (2,3년)"
514,마감,이나인페이,2021-06-01 ~ 2021-07-30,2021-06-01,해외송금 시스템 자바(Java) 웹/백엔드 프로그래머,소액해외송금,백엔드 개발,경력무관,무관 (신입도 지원 가능)
513,마감,이나인페이,2021-06-01 ~ 2021-07-27,2021-06-01,해외영업·무역영업(해외영업&영어) 신규입사자 채용,소액해외송금,기타,신입,신입 (사원급)
512,마감,이나인페이,2021-06-01 ~ 2021-07-13,2021-06-01,핀테크 모바일 앱기획,소액해외송금,모바일앱 개발,경력,"경력 3년 이상(대리, 과장, 차장급)"
511,마감,이나인페이,2021-06-01 ~ 2021-07-03,2021-06-01,외환관리 외 경력사원 모집 공고 (정규직),소액해외송금,기타,경력 >,
510,마감,이나인페이,2021-06-01 ~ 2021-06-10,2021-06-01,해외송금 모바일 앱 개발자 모집(안드로이드/IOS 각 1명),소액해외송금,모바일앱 개발,경력무관,"안드로이드 : 자바, Kotlin 가능자"
509,마감,웹케시,2021-06-01 ~ 2021-06-11,2021-06-01,웹케시그룹 법무/상품기획 담당자 모집,기타,"기획/마케팅,기타",경력무관,4년제 대학 졸업하신 분
508,마감,(주)웰그램,2021-06-01 ~ 2021-06-30,2021-06-01,(주)웰그램 S/W 개발 신입 · 경력 모집,인슈어테크,"백엔드 개발,프론트엔드 개발,모바일앱 개발",경력무관,직군별 상이
507,마감,원투씨엠,2021-05-27 ~ 2021-06-06,2021-05-27,스마트 ICT 농업분야 채용,기타,기타,"신입,경력",신입/경력 1년 ~ 2년
506,마감,원투씨엠,2021-05-27 ~ 2021-05-31,2021-05-27,웹 개발자 채용,기타,"백엔드 개발,프론트엔드 개발","신입,경력",Java & Spring framework 기반 웹서비스 개발 경험
505,마감,원투씨엠,2021-05-27 ~ 2021-05-31,2021-05-27,웹 /서버 개발자 채용 - 일본어 능력 보유자 우대,기타,네트워크/서버/보안,"신입,경력",하기 요건에 대해 기초적 지식 보유자 지원 가능
504,마감,원랩,2021-05-27 ~ 2021-06-11,2021-05-27,2021 상반기 (주)원랩 백엔드 개발자 채용,금융 소프트웨어,백엔드 개발,경력,"java, mybatis, spring, springboot, tomcat, batch, api 개발"
503,마감,원랩,2021-05-27 ~ 2021-05-31,2021-05-27,2021 상반기 (주)원랩 부동산 앱 서비스 사업 총괄 경력직 채용,금융 소프트웨어,"백엔드 개발,프론트엔드 개발,모바일앱 개발,기획/마케팅",경력,"웹/앱 서비스 기획, 런칭 및 운영 경험"
502,마감,우디,2021-05-27 ~ 2021-07-10,2021-05-27,주식회사 우디 서비스 기획자 채용,기타,"모바일앱 개발,기획/마케팅",경력,모바일 앱 서비스 기획 / 운영 유경험자
501,마감,와이폴라리스,2021-05-27 ~ 2021-05-29,2021-05-27,[와이폴라리스] 비전 AI 개발자 모집,기타,빅데이터/AI,경력무관,대졸이상
500,마감,와이폴라리스,2021-05-27 ~ 2021-06-22,2021-05-27,[와이폴라리스] 비전 AI 개발자 / 사무직 모집,기타,빅데이터/AI,경력무관,학력무관(예정자 가능)
499,마감,엔에이치엔페이코,2021-03-08 ~ 2021-12-31,2021-05-27,[NHN PAYCO] 솔루션 사업 기획/운영 경력 채용,간편결제/간편송금,"퍼블리싱/디자인(UI/UX),기획/마케팅",경력,앱 UX 및 프론트에 대한 이해가 있으신 분
498,마감,엔에이치엔페이코,2021-05-26 ~ 2021-12-31,2021-05-27,[NHN PAYCO] 금융서비스 사업개발 담당 경력 채용,간편결제/간편송금,기획/마케팅,경력,모바일 서비스 제휴 및 사업개발
497,마감,엔에이치엔페이코,2021-05-14 ~ 2021-12-31,2021-05-27,[NHN PAYCO] 테크니컬 어카운트 매니저 경력 채용,간편결제/간편송금,기타,경력,IT 기술과 결제에 대한 이해도와 지식 보유
496,마감,엔에이치엔페이코,2021-05-13 ~ 2021-12-31,2021-05-27,[NHN PAYCO] 금융 플랫폼 기획/운영 경력 채용,간편결제/간편송금,"네트워크/서버/보안,기획/마케팅",경력,IT 서비스 PM 경력 3년 이상/ 영업관리/지표관리 경력 2년 이상
495,마감,엔에이치엔페이코,2021-05-26 ~ 2021-12-31,2021-05-27,[NHN PAYCO] 오프라인 영업 경력 채용,간편결제/간편송금,기타,경력,"법인영업, 제휴 업무 경력자"
494,마감,엔에이치엔페이코,2021-04-22 ~ 2021-12-31,2021-05-27,[NHN PAYCO] 채널 사업 PM 경력 채용,간편결제/간편송금,"백엔드 개발,프론트엔드 개발,모바일앱 개발,퍼블리싱/디자인(UI/UX)",경력,B2B/B2C 서비스 운영 1년 이상 운영
493,마감,엑심베이,2021-05-26 ~ 2021-06-04,2021-05-26,공공기관 영업담당 경력 채용,간편결제/간편송금,기타,경력,공공기관 대상 영업 및 입찰 경험 다년간 보유하신 분
492,마감,엑심베이,2021-05-26 ~ 2021-06-04,2021-05-26,Risk Management 리더 경력직 채용,간편결제/간편송금,기타,경력,Risk Management 기획 및 구축 경험이 있으신 분
491,마감,엑심베이,2021-05-26 ~ 2021-06-03,2021-05-26,해외 PG 풀스텍 개발자,간편결제/간편송금,"백엔드 개발,프론트엔드 개발",경력,"JAVA, JSP, Javascript, Framework 개발경험자"
490,마감,엑심베이,2021-05-26 ~ 2021-06-03,2021-05-26,개발운영 담당자,간편결제/간편송금,"프론트엔드 개발,네트워크/서버/보안",경력,기술지원을 위한 지속적인 지식 습득과 논리적인 사고가 가능하신 분
489,마감,엑심베이,2021-05-26 ~ 2021-06-03,2021-05-26,웹서비스 풀스텍 개발자,간편결제/간편송금,"백엔드 개발,프론트엔드 개발",경력,"JAVA, JSP, Javascript, Framework 개발경험자"
488,마감,엑심베이,2021-05-26 ~ 2021-06-04,2021-05-26,콘텐츠 마케터 경력 채용,간편결제/간편송금,기획/마케팅,경력,"크리에이티브한 영상, 이미지, 문구를 제작해 본 콘텐츠 에디터 경험이 있으신 분"
487,마감,엑심베이,2021-05-26 ~ 2021-06-04,2021-05-26,웹 서비스 기획자 경력 채용,간편결제/간편송금,기획/마케팅,경력,웹/모바일 서비스 기획 경험이 있으신 분
486,마감,엑심베이,2021-05-26 ~ 2021-07-25,2021-05-26,엑심베이 IT개발자 인턴십 2기 (채용연계형),간편결제/간편송금,"백엔드 개발,프론트엔드 개발",경력무관,졸업예정자 및 경력 1년 미만 보유자/ 2021년 7월초 입사가능자
485,마감,시스메틱,2021-05-21 ~ 2021-07-22,2021-05-21,웹 /모바일 앱 서비스 기획자 채용,빅데이터 분석,"퍼블리싱/디자인(UI/UX),기획/마케팅",경력 >,
484,마감,(주)에이젠글로벌,2021-05-20 ~ 2021-06-11,2021-05-20,[정규직] 금융상품 운영 PM 경력 채용 공고,AI(RPA),기획/마케팅,경력,금융회사 상품개발 또는 상품 운영 경력
483,마감,(주)에이젠글로벌,2021-05-20 ~ 2021-06-28,2021-05-20,[여의도 위워크] 프론트엔드 경력직 채용,AI(RPA),프론트엔드 개발,경력 >,
482,마감,(주)에이젠글로벌,2021-05-20 ~ 2021-05-31,2021-05-20,DevOps 엔지니어,AI(RPA),네트워크/서버/보안,경력,5년 이상의 소프트웨어 엔지니어링 혹은 시스템 운영 경험이 있으신 분
481,마감,(주)에이젠글로벌,2021-05-20 ~ 2021-05-31,2021-05-20,Frontend 개발자,AI(RPA),프론트엔드 개발,경력,2년 이상의 React.js 기반의 웹 개발 경력 혹은 그에 준하는 능력
480,마감,에스비아이코스머니,2021-05-20 ~ 2021-05-30,2021-05-20,웹개발/준법감시인(컴플라이언스)/QA/캄보디아 마케팅 채용,소액해외송금,"백엔드 개발,네트워크/서버/보안,기획/마케팅,기타",경력 >,
479,마감,업데이터,2021-05-20 ~ 2021-05-24,2021-05-20,인공지능(AI)·빅데이터 정규직/계약직 채용(각 부문별),AI(RPA),"빅데이터/AI,기획/마케팅",경력,각 부문별 상이
478,마감,얼터너티브자산운용,2021-05-18 ~ 2021-07-09,2021-05-18,얼터너티브 계열사 웹개발 경력직 모집,개인자산관리,"백엔드 개발,프론트엔드 개발",경력,ASP/jsp/jqure/php/java/spring/TCP 등등 실무 경험 가진 분
477,마감,얼터너티브자산운용,2021-05-18 ~ 2021-06-26,2021-05-18,(주)얼터너티브투자자문자산운용 계열사 경리·회계 모집,개인자산관리,기타,경력,경력 1년 이상(면접 후 결정)
476,마감,얼터너티브자산운용,2021-05-18 ~ 2021-06-20,2021-05-18,(주)얼터너티브 투자자문자산운용 비서 모집,개인자산관리,기타,경력무관,무관 (신입도 지원 가능)
475,마감,얼터너티브자산운용,2021-05-18 ~ 2021-06-01,2021-05-18,(주)얼터너티브 투자자자산운용 Operation Part 모집,개인자산관리,기타,경력무관,무관 (신입도 지원 가능)
474,마감,(주)아이퀘스트,2021-05-18 ~ 2021-05-31,2021-05-18,[상장기업] 채널세일즈 경력직원 모집,기타,기타,경력,중소기업 고객 대상 서비스의 채널 세일즈 경험
473,마감,(주)아이퀘스트,2021-05-18 ~ 2021-05-31,2021-05-18,[상장기업] 웹디자이너(퍼블리싱 우대) 경력 사원 모집,기타,퍼블리싱/디자인(UI/UX),경력,"포토샵, 일러스트 등 그래픽스 능숙자"
472,마감,(주)아이퀘스트,2021-07-20 ~ 2021-05-31,2021-05-18,[상장기업] 전자계약 서비스 기획 및 영업 경력직원 모집,기타,기획/마케팅,경력,IT 서비스기획 3년이상
471,마감,(주)아이퀘스트,2021-05-18 ~ 2021-05-31,2021-05-18,[상장기업] 마케팅커뮤니케이션 기획 경력직원 모집,기타,기획/마케팅,경력,"뉴미디어 콘텐츠, 크리에이터에 대한 이해가 높은 자"
470,마감,(주)아이퀘스트,2021-05-18 ~ 2021-05-31,2021-05-18,[상장기업] SaaS 서비스기획(팀장급) 경력직원 모집,기타,기획/마케팅,경력,IT 서비스기획
469,마감,(주)아이퀘스트,2021-05-18 ~ 2021-05-31,2021-05-18,"[상장기업] ios, Android 앱 개발 경력자 모집",기타,모바일앱 개발,경력,ios 개발 경력자(경력 2년 이상)
468,마감,(주)아이퀘스트,2021-05-18 ~ 2021-05-31,2021-05-18,"C#,JAVA 프로그래머 개발자 모집(전문연구요원 지원가능)",기타,백엔드 개발,경력,C# :신규개발가능자
467,마감,고스트패스,2021-04-26 ~ 2021-06-30,2021-05-18,안면인식 결제 시스템 스타트업에서 풀스택 연구소장 및 개발자(안드로이드/IOS/백엔드/프론트엔드) 모집합니다 !,"간편결제/간편송금,빅데이터 분석,보안/인증","백엔드 개발,프론트엔드 개발,빅데이터/AI",경력무관,아래참고
466,마감,아이콘루프,2021-05-14 ~ 2021-12-31,2021-05-17,[ICONLOOP] 모바일 앱 개발자 모집,블록체인,모바일앱 개발,경력,Android / iOS 모바일 앱 개발 경력 3년 이상 (Hybrid 포함)
465,마감,아이콘루프,2021-05-17 ~ 2021-05-31,2021-05-17,[ICONLOOP] (제주도) 커뮤케이션 서비스 Tool 개발 및 유지보수,블록체인,네트워크/서버/보안,"신입,경력",HTML5/CSS/javascript에 대한 기본적인 이해가 있는 분
464,마감,아이콘루프,2021-05-14 ~ 2021-12-31,2021-05-17,[ICONLOOP] (블록체인)Web Front/ Back-end Server 개발자,블록체인,"백엔드 개발,프론트엔드 개발",경력,"Spring, Springboot framework 개발 경험, Rest API 서버 개발 경험"
463,마감,씽크풀,2021-05-12 ~ 2021-05-16,2021-05-12,오랜 기간 함께 할 정규직 프로그래머 채용,빅데이터 분석,"백엔드 개발,네트워크/서버/보안",경력,경력 3년 이상
462,마감,씽크풀,2021-05-12 ~ 2021-06-14,2021-05-12,주식 투자 분야 PYTHON 백엔드 개발자 채용,빅데이터 분석,백엔드 개발,경력,Python 을 이용한 백엔드 개발 경력자
461,마감,씽크풀,2021-05-12 ~ 2021-06-11,2021-05-12,씽크풀에서 JAVA 개발자를 모십니다,빅데이터 분석,백엔드 개발,경력,"경력 1년 이상(연구원, 팀원급)"
460,마감,시스퀘어코리아,2021-05-12 ~ 2021-05-17,2021-05-12,[한국지사 근무] 정산/경리/총무직 모집 (경력),소액해외송금,기타,경력,유관업무 경력 2년 이상
459,마감,시스메틱,2021-05-12 ~ 2021-07-09,2021-05-12,React-Native 크로스 플랫폼 앱 서비스 개발(경력 3년이상),"AI(RPA),빅데이터 분석",모바일앱 개발,경력,경력 3년 이상
458,마감,시루정보,2021-05-12 ~ 2021-05-31,2021-05-12,㈜시루정보 분야별 경력직 수시 채용,간편결제/간편송금,"백엔드 개발,프론트엔드 개발,모바일앱 개발,퍼블리싱/디자인(UI/UX),네트워크/서버/보안,기획/마케팅",경력무관,분야별 확인
457,마감,스피너미디어,2021-05-11 ~ 2021-06-11,2021-05-11,"제안서 작성 가능자(경력직, 본인작성 제안서필)",간편결제/간편송금,기획/마케팅,경력 >,
456,마감,스피너미디어,2021-05-11 ~ 2021-07-02,2021-05-11,킨즈 페이 / 킨즈 헬스케어 JAVA 백엔드 개발(경력자) 모집,간편결제/간편송금,백엔드 개발,경력,"Java, SQL 개발 경험"
455,마감,스피너미디어,2021-05-11 ~ 2021-07-02,2021-05-11,Flutter(플러터) 앱 개발자 채용 (경력 3년차 이상),간편결제/간편송금,모바일앱 개발,경력,Flutter 개발경험
454,마감,스파이스웨어,2021-05-11 ~ 2021-06-26,2021-05-11,응용프로그램개발 정규직 모집 공고(신입 경력),"보안/인증,금융 소프트웨어",네트워크/서버/보안,"신입,경력",학력 : 무관 / 나이/성별 : 무관
453,마감,스타레밋,2021-05-11 ~ 2021-05-28,2021-05-11,경리 / 정산 및 서비스 운영 인재 모집,소액해외송금,기타,경력무관,무관 (신입도 지원 가능)
452,마감,스몰티켓,2021-05-11 ~ 2021-07-05,2021-05-11,UI/UX 디자이너 주니어 채용 공고(정규직),인슈어테크,퍼블리싱/디자인(UI/UX),경력,앱 또는 웹 UI/UX 디자인 업무 경력 5년 이상
451,마감,스몰티켓,2021-05-11 ~ 2021-07-05,2021-05-11,BTL & 마케팅 프로모션 디자이너 정규직 채용(경력사원),인슈어테크,퍼블리싱/디자인(UI/UX),경력,마케팅 이해도가 높은 2년 이상의 디자인 경험
450,마감,스마트캐스트,2021-05-11 ~ 2021-06-20,2021-05-11,JAVA 개발 직원 모집,간편결제/간편송금,"백엔드 개발,프론트엔드 개발",신입 >,
449,마감,소테리아,2021-05-11 ~ 2021-06-14,2021-05-11,웹 개발자 경력자 / IT기술영업 경력자 모집합니다 (정규직),"AI(RPA),보안/인증","백엔드 개발,프론트엔드 개발,기타",경력무관,직무별 확인 요망
448,마감,스마트캐스트,2021-05-11 ~ 2021-06-18,2021-05-11,기술연구소 개발인력 모집 (C++),기타,백엔드 개발,경력무관,"c/c++, Crosscompile 개발"
447,마감,소프트런치,2021-05-11 ~ 2021-06-28,2021-05-11,(Java)웹 프론트 & 대용량 웹 스크래핑 개발자 채용,빅데이터 분석,프론트엔드 개발,경력,대용량 웹 사이트 스크래핑(크롤링) 개발· 운영 경험
